tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8
456433127892611073	4/16/14 9:05	Pte Santos somete administración de Bogotá a plazos políticos con el ánimo de lograr apoyo a reelección de seguidores del dr Petro	AlvaroUribeVel	Álvaro Uribe Vélez
456425480439074816	4/16/14 8:34	RT @melpalacios: ¡La Copa de Todos! LIVE 
#DespiertaAmérica #estadiodetodos @FernandoFiore @carlosvives http://t.co/mkmtBt5OEK	carlosvives	Carlos Vives
456425017819930626	4/16/14 8:32	RT @FCUnivision: Miren que emoción!!!! @carlosvives con el trofeo de la Copa Mundial #brazil2014 http://t.co/xwLKVNiVNQ via ( @sherlyny )	carlosvives	Carlos Vives
456415024987123713	4/16/14 7:53	#Audio. Entrevista en La Hora de la Verdad con Dr. Fernando Londoño. 
http://t.co/dGzBDntHXJ	AlvaroUribeVel	Álvaro Uribe Vélez
456413765450219521	4/16/14 7:48	RT @WilliamValdes: Selfie con johnnylozada y @carlosvives #selfieking 👑 http://t.co/WB42czoKDM	carlosvives	Carlos Vives
456407238446313472	4/16/14 7:22	RT @MaynaNevarez: @carlosvives contestará tus preguntas en twitter en @DespiertaAmeric	carlosvives	Carlos Vives
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456406619434135552	4/16/14 7:19	RT @amparomaria77: @carlosvives  viendote  en @DespiertaAmeric @EspaCarlosVives disfrutando  desde España!! Te queremos!😚	carlosvives	Carlos Vives
456406271306911745	4/16/14 7:18	RT @DespiertaAmeric: Nuestro jefe @AlbertoCiurana junto a la copa del mundo @carlosvives @alantacher @PerroBermudezTD #UDMundial http://t.c…	carlosvives	Carlos Vives
456406207977103361	4/16/14 7:18	RT @DespiertaAmeric: Quien esta con nosotros esta mañana gozando de @carlosvives @sherlyny y la copa del mundo? RT!! #UDMundial http://t.co…	carlosvives	Carlos Vives
456405010461388801	4/16/14 7:13	Por qué el Gbno Santos se propone sentar Generales de la República con el terrorismo asesino de los soldados?	AlvaroUribeVel	Álvaro Uribe Vélez
456404504573771776	4/16/14 7:11	Embalses sufren sequía y el país teme un Niño antes de junio via @elcolombiano móvil http://t.co/5oOZhhZEU1	AlvaroUribeVel	Álvaro Uribe Vélez
456404020891254784	4/16/14 7:09	RT @MaynaNevarez: @carlosvives en @despiertaameric develan la copa!! http://t.co/L1cUtqy95U	carlosvives	Carlos Vives
456394293817917440	4/16/14 6:30	En la Hora de la Verdad con el dr Fernando Londoño	AlvaroUribeVel	Álvaro Uribe Vélez
456393263574814722	4/16/14 6:26	RT @ClaudiaElenaV: #MasCorazónProfundo #13demayo que felicidad de disco!!! Está impresionante impresionante!!! Gracias @carlosvives @andres…	carlosvives	Carlos Vives
456393136764227584	4/16/14 6:26	RT @ClaudiaElenaV: Rumbo al evento oficial con la Copa del Mundial en Miami oyendo #MasCorazónProfundo emocionados con el nuevo disco!! htt…	carlosvives	Carlos Vives
456392666192678913	4/16/14 6:24	http://t.co/6ihwMzjSns vía @RevistaSemana http://t.co/c8tCDqy9fY Pte 
Santos y microtràfico	AlvaroUribeVel	Álvaro Uribe Vélez
456392429139017728	4/16/14 6:23	RT @DespiertaAmeric: RT si estas listo para un miércoles de parranda con @carlosvives en #DespiertaAmerica #UDMundial	carlosvives	Carlos Vives
456392384465485824	4/16/14 6:23	RT @los40Paraguay: #Suena "El mar de sus ojos" de @carlosvives. 
Linda canción que compartimos contigo desde @los40Paraguay. 
#Pone923	carlosvives	Carlos Vives
456392270552375296	4/16/14 6:22	RT @Univision: ¡No te pierdas @carlosvives HOY en @DespiertaAmeric! 7AM/6C #UDMundial http://t.co/8fPw37MZ6n	carlosvives	Carlos Vives
456389636193931265	4/16/14 6:12	http://t.co/oPxL8cOPF7 Fernando Londoño. A la desesperada	AlvaroUribeVel	Álvaro Uribe Vélez
456245987401416704	4/15/14 20:41	RT @alejo_maestre: Confirmado @carlosvives aquí en @Valledupar el 3 de mayo  http://t.co/JgC400VNzA"	carlosvives	Carlos Vives
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456245477441564672	4/15/14 20:39	Hey no me van a creer lo que Stoichkov me dijo ... q entrenaba en el Barcelona con el caballito! Gracias maestro! http://t.co/52kA8kzDgf	carlosvives	Carlos Vives
456241718955098112	4/15/14 20:24	Esta es la publicidad de la reelección del Pte Santos en algunos aeropuertos http://t.co/zyJX3K2yTL	AlvaroUribeVel	Álvaro Uribe Vélez
456240242303844353	4/15/14 20:18	#LaCopadetodos una campaña ejemplo de inclusión #CocaCola #TrophyTour http://t.co/B1555Wbnei	carlosvives	Carlos Vives
456239352696143872	4/15/14 20:15	Analizando el mundial con la profe Vásquez y pensando en la calidad que hay en nuestra selección… http://t.co/iJE3nzTUoC	carlosvives	Carlos Vives
456238191373463552	4/15/14 20:10	El tema de inseguridad es generalizado en toda Colombia. @OIZuluaga tiene una política muy firme para que el país recupere la seguridad.	AlvaroUribeVel	Álvaro Uribe Vélez
456237198262931456	4/15/14 20:06	#Montería. Agricultores: "Aumenta deterioro de vías terciarias en Córdoba, y el invierno no ha empezado aún".	AlvaroUribeVel	Álvaro Uribe Vélez
456236643369107456	4/15/14 20:04	#Montería.Denuncia:"Con ZonasReservasCampesinas,Farc quieren doble de tierra cultivada que tienen campesinos de COL,más de 9millones de Has"	AlvaroUribeVel	Álvaro Uribe Vélez
456235144744275968	4/15/14 19:58	#Montería. Ganaderos: Estamos extorsionados y nos piden vacuna por hectárea. Gobierno nada hace.	AlvaroUribeVel	Álvaro Uribe Vélez
456230252092874753	4/15/14 19:39	“Plan de Acción de Óscar Iván Zuluaga para Buenaventura nos llena de esperanza” @OIZuluaga 
http://t.co/LQc19ssI3T 

http://t.co/DbHnbbsdZ2	AlvaroUribeVel	Álvaro Uribe Vélez
456226742878105600	4/15/14 19:25	En el Meta, nuestros compatriotas de Centro Democrático dan a conocer a @OIZuluaga #ZuluagaPresidente http://t.co/C7CHqYZ52Q	AlvaroUribeVel	Álvaro Uribe Vélez
456224438414245888	4/15/14 19:15	RT @OIZuluaga: Acá en Tuluá también hay graves problemas de inseguridad urbana. Vamos a combatirlos. Mano firme. http://t.co/DZCDJTEc5I	AlvaroUribeVel	Álvaro Uribe Vélez
456224355471863808	4/15/14 19:15	RT @OIZuluaga: Promoveré los bancos de maquinarias por regiones, así los municipios más pequeños del país tendrán pavimentadas sus vías ter…	AlvaroUribeVel	Álvaro Uribe Vélez
456223439741669378	4/15/14 19:11	Transportadores:"Lo que ganamos en su Gbno en seguridad lo perdimos en 3 años.Nos secuestraron 3 conductores y nos quemaron 2 buses en 2013"	AlvaroUribeVel	Álvaro Uribe Vélez
456221986407342080	4/15/14 19:06	#Monteria . Transportadores: "No tenemos seguridad. Nos queman las busetas nuevas y el Gbno nada hace. La problemática es a nivel nacional".	AlvaroUribeVel	Álvaro Uribe Vélez
456221917213507584	4/15/14 19:05	Hoy recuerdo mi visita a @Pontifex_es, donde nos recomendó perseverar para alcanzar la paz. ¡Feliz Semana Santa! http://t.co/bCYMPDByzb	JuanManSantos	Juan Manuel Santos
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456221500836552704	4/15/14 19:04	#Montería. Transportadores: "No tenemos autoridad ni ministro de transporte que sea capaz de darle perrenque a esto" http://t.co/0nnJuC7mXr	AlvaroUribeVel	Álvaro Uribe Vélez
456179127192932352	4/15/14 16:15	Montería."No queremos que al país llegue el CastroChavismo,por eso a votar por @OIZuluaga": líder del comité del dpto http://t.co/i5VSLTJNhu	AlvaroUribeVel	Álvaro Uribe Vélez
456175910249840640	4/15/14 16:03	Reunión con líderes del Comité del Centro Democrático de Córdoba. Toda la gratitud. http://t.co/ol2BLgrvsU	AlvaroUribeVel	Álvaro Uribe Vélez
456170777868767232	4/15/14 15:42	Zuluaga presenta su Plan de Acción “Por una Buenaventura distinta con Justicia Social”
http://t.co/b79iJDI29W	AlvaroUribeVel	Álvaro Uribe Vélez
456169214571974657	4/15/14 15:36	@noticierodelafm Y que expliquen también el asesinato de los soldados y policías	AlvaroUribeVel	Álvaro Uribe Vélez
456159248670400512	4/15/14 14:56	@toyajaramillo: Por esta razón no votaré por #nomasfarcsantos http://t.co/b9VqBcxTGw"	AlvaroUribeVel	Álvaro Uribe Vélez
456158238430334976	4/15/14 14:52	RT @ShakiraMedia: Thanks to the Fan Club from Barranquilla (@ShakiraQuilla) for the pics in Shak's hometown. It's thrilling! #MyShakira htt…	shakira	Shakira
456158092481142785	4/15/14 14:52	¿Ya han visto cómo se hizo el vídeo de "Empire"? http://t.co/RgOWgdPg2w  ShakHQ	shakira	Shakira
456158020657881088	4/15/14 14:52	Did you take a look behind the scenes at the Empire video shoot yet? http://t.co/RgOWgdPg2w ShakHQ	shakira	Shakira
456157215452188672	4/15/14 14:48	Con @davidcorrey y mis amigos de Coca Cola en @ElGordoyLaFlaca #LaCopadeTodos http://t.co/wTGUzEXia5	carlosvives	Carlos Vives
456134111389048834	4/15/14 13:17	Montería;"19 cámaras de seguridad, en mal estado, extorsión campea"	AlvaroUribeVel	Álvaro Uribe Vélez
456133602917777410	4/15/14 13:15	Montería: "extorsionistas hacen presentación personal, se identifican y hacen efectiva extorsión, piden dinero, vehículos, armas,etc"	AlvaroUribeVel	Álvaro Uribe Vélez
456125945103929344	4/15/14 12:44	Montelíbano: "Pavimento en entrado de Tierradentro está suspendido por extorsión de banda criminal"	AlvaroUribeVel	Álvaro Uribe Vélez
456115910315880448	4/15/14 12:04	RT @OIZuluaga: Entregándole al obispo Héctor Epalza, nuestro Plan de Acción por una Buenaventura Distinta y con Justicia Social http://t.co…	AlvaroUribeVel	Álvaro Uribe Vélez
456111726065618944	4/15/14 11:48	Selección Colombia @FCFSeleccionCol le dice NO a la violencia contra la mujer. Respaldo total a esta campaña 
 https://t.co/EPnEaCESDp	JuanManSantos	Juan Manuel Santos
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456109706336301056	4/15/14 11:40	Vean el concierto #LocoDeAmor x #TerraMusicLive http://t.co/6Lf6VK8HLe y pueden ganar una guitarra autografiada. http://t.co/mNy89A6G2Y	juanes	JUANES
456104958300270595	4/15/14 11:21	Un Alcalde:" Gbno Nal para vías terciarias exige intermediación de congresistas que traen el dinero, el ingeniero y manejan contrato"	AlvaroUribeVel	Álvaro Uribe Vélez
456104467889664000	4/15/14 11:19	Buenavista, Córdoba :"Bandas criminales extorsionar hasta a los funcionarios públicos"	AlvaroUribeVel	Álvaro Uribe Vélez
456102783146807296	4/15/14 11:12	No dejen de votar por el video de “Mil Pedazos” en el HTV Hot Ranking http://t.co/JPE2XgVi64  #LocoDeAmor	juanes	JUANES
456092214343786496	4/15/14 10:30	@Fonseca Gracias a ud. Yo también estoy convencido que a Colombia en paz no la para nadie!	JuanManSantos	Juan Manuel Santos
456074592642412546	4/15/14 9:20	@Fonseca quiere ser la primera generación de paz. Recomiendo su artículo "Yo quiero perdonar"  http://t.co/wVLmwDsuCH	JuanManSantos	Juan Manuel Santos
456066528551923712	4/15/14 8:48	RT @fedecoltenis: Hoy continuará a todo trapo el main draw del ITF Futuro 15K II Copa @ElGirald en Pereira. En acción estarán Struvay, Mont…	ElGirald	Santiago Giraldo
456052459094679552	4/15/14 7:52	Genio total @DjokerNole con la #9 del @ASMFC_MONACO // The great @DjokerNole with my @ASMFC_MONACO #9 : ) http://t.co/WEgSJH8NJh	FALCAO	Radamel Falcao
456042683296145408	4/15/14 7:13	RT @HTVMusica: Disfruta del nuevo videoclip de @CarlosVIves: "El mar de sus ojos" http://t.co/wkTbf6Dil8	carlosvives	Carlos Vives
456042434443902978	4/15/14 7:12	RT @MiMONTERIAVNATO: Confirmado: @carlosvives Monteria feria ganadera @gordokerguelen1 @MerlanoGuillo http://t.co/Hyc2MBDoTe	carlosvives	Carlos Vives
456042116524040193	4/15/14 7:11	@SalasMedia hey no tiene que ser con una foto cuando quieran me invitan jajajajaja! @MALUMACOLOMBIA	carlosvives	Carlos Vives
456041586066202624	4/15/14 7:09	RT @ElGordoyLaFlaca: Nuestro estudio listo para ser los primeros en recibir el trofeo de #UDMundial y @carlosvives… http://t.co/0FGW2VXvnB	carlosvives	Carlos Vives
456041248558948352	4/15/14 7:08	RT @FCUnivision: Mañana @larryhernandez1 y @carlosvives en @DespiertaAmeric con la #CopaDelMundo!!!!!!	carlosvives	Carlos Vives
456040375749476352	4/15/14 7:04	RT @jupablotoro: Struvay Montes y Salamanca, debutan este martes en la #IICOPASANTIAGOGIRALDO @PrimerSetCol  @ElGirald  @fedecoltenis http:…	ElGirald	Santiago Giraldo
456032656460111872	4/15/14 6:33	RT @ElUniversal: Lea la edición impresa de El Universal http://t.co/do5CiKRNxK http://t.co/nLalGM59TZ	AlvaroUribeVel	Álvaro Uribe Vélez
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8456032225113669632	4/15/14 6:32	Comunidad informa sobre suspensión de carretera entre Popayán y Pasto por acción terrorista	AlvaroUribeVel	Álvaro Uribe Vélez
456022321271418880	4/15/14 5:52	http://t.co/Nz3BqVhAU4 Corina con Claudia Gurisati	AlvaroUribeVel	Álvaro Uribe Vélez
456012362785763328	4/15/14 5:13	RT @ASMFC_MONACO: @DjokerNole avec le maillot de @FALCAO ce matin au Louis II / Djoko with the Falcao shirt : http://t.co/yCYwTrp48r - http…	FALCAO	Radamel Falcao
455934228526796800	4/15/14 0:02	RT @OIZuluaga: Reconstrucción de Gramalote: otra promesa, otro anuncio del gobierno ineficaz de Santos. http://t.co/JkcZjLKCAl	AlvaroUribeVel	Álvaro Uribe Vélez
455934081004756992	4/15/14 0:02	RT @OIZuluaga: Tengo dolor de Patria. Gbno Santos indolente, con plata en bancos, y ningún avance para solucionar drama de 1000 familias en…	AlvaroUribeVel	Álvaro Uribe Vélez
455874348029849600	4/14/14 20:04	Meet #TeamShakira's Live Show Team - @KristenMerlin @TessHannahMusic @DaniMozMusic - Voting Starts next week!  https://t.co/FimdxMOfl9	shakira	Shakira
455873806889156608	4/14/14 20:02	.@KristenMerlin + @TessHannahMusic + @DaniMozMusic RT @NBCTheVoice  RT round of applause for #TeamShakira’s Top 3! http://t.co/t5REwhrLJa	shakira	Shakira
455871284103352320	4/14/14 19:52	RT @NBCTheVoice: “My team is killing it today.” -@shakira (RETWEET if you’re #TeamShakira) #PlayoffsContinue	shakira	Shakira
455870630593036288	4/14/14 19:50	I'm speechless @DaniMozMusic! What a beautiful performance. This is going to be a very tough decision... http://t.co/2iVUE0Uk0c @iTunesMusic	shakira	Shakira
455868179781545984	4/14/14 19:40	.@pktmusic always sings from the heart! I love that about him. http://t.co/F9sJO7gDol @iTunesMusic #PlayoffsContinue	shakira	Shakira
455865676688011265	4/14/14 19:30	.@TessHannahMusic may be new to the #TeamShakira, but she's a force to be reckoned with! Solid performances tonight http://t.co/CoS9OW1sSK	shakira	Shakira
455863002714361856	4/14/14 19:19	RT @NBCTheVoice: RT if you think #TeamShakira is making @shakira look good tonight. #PlayoffsContinue	shakira	Shakira
455862615856918528	4/14/14 19:18	Seeing a new side of @dejahallmusic! She always makes me proud http://t.co/oVxdl4qPlU #PlayoffsContinue @iTunesMusic	shakira	Shakira
455860139011350529	4/14/14 19:08	WOW! #TeamShakira is off to a great start! What did you all think of @KristenMerlin's performance?? #PlayoffsContinue http://t.co/seQLayujSg	shakira	Shakira
455858273884061696	4/14/14 19:00	RT @NBCTheVoice: The #PlayoffsContinue now! RETWEET if you’re watching with us, East Coast! http://t.co/QyNosQMUjT http://t.co/G5RdV0U7UL	shakira	Shakira
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8455851481766567937	4/14/14 18:33	La @UNGRD reporta que incendio forestal en Nobsa está controlado y que en dos días estará liquidado. Gracias a todos los que han ayudado.	JuanManSantos	Juan Manuel Santos
455840489376583682	4/14/14 17:50	Qué buenas cifras de crecimiento en febrero. La industria creció 2.8% frente caída de -5.1% en febrero 2013, comercio 6.7% frente al 0.1%.	JuanManSantos	Juan Manuel Santos
455820595335135232	4/14/14 16:31	NACIONAL  14 ABR 2014 - 12:30 PM
Minas antipersonales
Campesino resulta gravemente herido tras caer en mina ant… http://t.co/iu8ECJVvHX	AlvaroUribeVel	Álvaro Uribe Vélez
455814901291032576	4/14/14 16:08	El Espectador. Uribe calificó de "monstruo burocrático" sistema de salud planteado por Santos
http://t.co/ttAHIqqmT3	AlvaroUribeVel	Álvaro Uribe Vélez
455802428890546178	4/14/14 15:19	En Cundinamarca la chocamos por la paz en un recorrido lleno de cariño y generosidad. https://t.co/QfCttK2Mz9	JuanManSantos	Juan Manuel Santos
455790731245146113	4/14/14 14:32	Plan de Choque de Zuluaga para generar empleo masivo y formal en Cúcuta y la frontera
http://t.co/DYTQ2Qrpbi	AlvaroUribeVel	Álvaro Uribe Vélez
455778383897841664	4/14/14 13:43	RT @DespiertaAmeric: No te pierdas a @carlosvives en #DA junto a la copa del mundo!! Será tremendo fiestón pasado mañana… http://t.co/e0bNT…	carlosvives	Carlos Vives
455770004085309440	4/14/14 13:10	RT @UforiaMusica: .@Carlosvives y @davidcorrey cantan juntos "La Copa de Todos" de @CocaCola. Escúchalos  http://t.co/b0QQyiKApP http://t.c…	carlosvives	Carlos Vives
455769940206047233	4/14/14 13:09	RT @KristhyamPerea: El mar de sus ojos, es uno de los ringbacktones más pedidos. Acá el video de la canción: https://t.co/CMa3mdKuhx @carlo…	carlosvives	Carlos Vives
455760526664925185	4/14/14 12:32	Nuestra alternativa a Salud Mía que es un nuevo monstruo burocrático 

El pago a los hospitales debe ser un g… http://t.co/vrGgH66uNz	AlvaroUribeVel	Álvaro Uribe Vélez
455749350824869888	4/14/14 11:48	If you didn't see it yet, watch Shak perform Empire live for @TODAYshow in NYC / Shak cantando Empire en vivo  http://t.co/lmA3DoJEPd ShakHQ	shakira	Shakira
455740071803891712	4/14/14 11:11	RT @Matias_c10: @FALCAO prov 3:7-8 "teme a Jehová, y apártate del mal; Porque será medicina a tu cuerpo, Y refrigerio para tus huesos"	FALCAO	Radamel Falcao
455737280775614464	4/14/14 11:00	Uno mi voz a la de estas mujeres y juntos le decimos no a la violencia contra la mujer. https://t.co/iNlHi4xsKS	JuanManSantos	Juan Manuel Santos
455702706095927296	4/14/14 8:42	Acabamos de llegar a Valledupar. Vamos a misa del Santo Ecce Homo, y después presentaré preocupaciones y alternativas a Salud Mia.	AlvaroUribeVel	Álvaro Uribe Vélez
455701200500170753	4/14/14 8:36	La Libertad. Uribe: Gobierno no solo entrega la mermelada, sino que la justifica http://t.co/EczSFBsqGo	AlvaroUribeVel	Álvaro Uribe Vélez
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8455668859891380224	4/14/14 6:28	RT @FIL0S0FIA: El 1º en pedir disculpas es el más valiente. El 1º en perdonar es el más fuerte. El 1º en olvidar es el más feliz.	ElGirald	Santiago Giraldo
455664524209967104	4/14/14 6:11	RT @catherine_fulop: ->RT:@gperezch Foto d cubano c 1 cura, antes d ser fusiladoxFidel Castro.Ganó Pulitzer. Humanistas,quien se los cree? …	AlvaroUribeVel	Álvaro Uribe Vélez
455664210547343360	4/14/14 6:09	RT @IvoCaracas: Castro tiene varios niveles de acción. Paralelo a represión local activa comando diplomatico y comunicacional: lula y ramon…	AlvaroUribeVel	Álvaro Uribe Vélez
455663649680801792	4/14/14 6:07	RT @cocando: Las fortunas del chavismo en Estados Unidos. http://t.co/FA3ThosX66	AlvaroUribeVel	Álvaro Uribe Vélez
455663229440917504	4/14/14 6:05	RT @gperezch: Foto de cubano con un cura, antes d ser fusilado por Fidel Castro. Ganó un Pulitzer. Humanistas, quien se los cree? http://t.…	AlvaroUribeVel	Álvaro Uribe Vélez
455659868083736576	4/14/14 5:52	http://t.co/Er5MDcg7uU Ayudémosle a Santos (A distinguir entre Maduro y los otros). Ricardo Mejía	AlvaroUribeVel	Álvaro Uribe Vélez
455523950127497216	4/13/14 20:52	@noticierodelafm Álvaro Uribe: bono pensional para niños de estratos pobres es revolucionaria
http://t.co/DSKasKhnr1	AlvaroUribeVel	Álvaro Uribe Vélez
455522865031294976	4/13/14 20:48	Terminemos este domingo con una reflexión de Dalai Lama. Colombia es momento de vivir en paz. http://t.co/gQmNGeBK3Z	JuanManSantos	Juan Manuel Santos
455521339689152512	4/13/14 20:42	RT @turismoestereo: Disfruta "El mar de sus ojos" con @CarlosVives (ft. ChocQuibTown)  http://t.co/G3AoHbJ1VU   ~  Solicítalo por el (0416)…	carlosvives	Carlos Vives
455486692942946305	4/13/14 18:24	Valledupar, lunes,después de misa del Santo Ecce Homo,presentaré preocupaciones y alternativas a Salud Mia,monstruo burocrático en gestacion	AlvaroUribeVel	Álvaro Uribe Vélez
455485569297289216	4/13/14 18:19	5 Sur del Atlántico: 41 meses después de la inundación y Gbno Santos, con recursos no ha reconstruido distritos de riego
GbnoSantos incumple	AlvaroUribeVel	Álvaro Uribe Vélez
455485101405896706	4/13/14 18:18	4 Sur del Atlántico: ola invernal de 2010 destruyó los distritos de riego
Gbno Santos incumple	AlvaroUribeVel	Álvaro Uribe Vélez
455484854533382144	4/13/14 18:17	3 Sur del Atlántico: nuestro Gbno, Carlos Gustavo Cano y Andrés Arias, reconstruyeron Distritos de Riego
Gbno Santos incumple	AlvaroUribeVel	Álvaro Uribe Vélez
455484553277472768	4/13/14 18:15	2 Sur del Atlántico: Pte Carlos Lleras construyó distritos de riego
Gbno Santos incumple	AlvaroUribeVel	Álvaro Uribe Vélez
455484224490188800	4/13/14 18:14	1 Sur del Atlántico: hoy visitamos a Luruaco ratificando el compromiso de Óscar Iván Zuluaga
Gbno Santos incumple	AlvaroUribeVel	Álvaro Uribe Vélez
tweet.id	pub.date.GMT	content	author.name	author.nickname	rating.1	rating.2	rating.3	rating.4	rating.5	rating.6	rating.7	rating.8455471450137587712	4/13/14 17:23	"Lo pensaría dos veces..." columna de @RafaGuarin en @RevistaSemana http://t.co/9kss4US7RU	AlvaroUribeVel	Álvaro Uribe Vélez
455453632214097920	4/13/14 16:13	RT @CeDemocratico: Gracias a la comunidad de Baranoa por tanto afecto: @AlvaroUribeVel Somos @CeDemocratico Mano firme Corazón grande http:…	AlvaroUribeVel	Álvaro Uribe Vélez
455453559950413824	4/13/14 16:12	RT @OIZuluaga: En la iglesia del 20 de julio, ratificando nuestro mensaje de solidaridad, de paz y de defensa de la vida. http://t.co/6pbM8…	AlvaroUribeVel	Álvaro Uribe Vélez
455448842813853696	4/13/14 15:54	Conversando con los ciudadanos del corregimiento Los Pendales, del municipio de Luruaco, Atlántico. http://t.co/sA7MLILWUW	AlvaroUribeVel	Álvaro Uribe Vélez
455447994264215552	4/13/14 15:50	Propuesta de bono pensional para niños de estratos 1, 2, 3 y 4 es una gran revolución para Colombia
http://t.co/GZn2SaPhUZ	AlvaroUribeVel	Álvaro Uribe Vélez
455419599958577152	4/13/14 13:57	RT @CarlosHolmesTru: En cual plaza pública de Colombia quiere que hagamos el debate sobre el balance del gobierno de Santos, doctor Vargas …	AlvaroUribeVel	Álvaro Uribe Vélez
455419383469604864	4/13/14 13:56	RT @CarlosHolmesTru: El q miente y polariza es el gobierno al señalar a quienes piden paz con justicia como enemigos de la paz.!	AlvaroUribeVel	Álvaro Uribe Vélez
455418622069182464	4/13/14 13:53	RT @CarlosHolmesTru: El q miente y polariza es gobierno al señalar a quienes exigen a farc q cesen el terrorismo como condición para conver…	AlvaroUribeVel	Álvaro Uribe Vélez
455418602636988416	4/13/14 13:53	RT @CarlosHolmesTru: El q miente y polariza es el gobierno al señalar a quienes quieren paz sin beneficios políticos a terroristas como ene…	AlvaroUribeVel	Álvaro Uribe Vélez
455417830419464192	4/13/14 13:50	Propuesta de bono pensional para niños de estratos pobres es una gran revolución para Colombia
http://t.co/GZn2SaPhUZ	AlvaroUribeVel	Álvaro Uribe Vélez
455416131894120448	4/13/14 13:44	El que miente y polariza es el gobierno”: Carlos Holmes Trujillo
http://t.co/VKhZ5kg7hG	AlvaroUribeVel	Álvaro Uribe Vélez
455413659460960256	4/13/14 13:34	En Barranquilla visitamos el diario @LaLibertadCo Grs a directivos y periodistas por atendernos hoy Domingo de Ramos http://t.co/sb2MHa17cT	AlvaroUribeVel	Álvaro Uribe Vélez
455410677155631104	4/13/14 13:22	RT @ELTIEMPO: 'La oposición miente sobre los #DiálogosDePaz en Cuba': @German_Vargas  http://t.co/pEUZGLV7h4 http://t.co/xqYuK7Lb4w	JuanManSantos	Juan Manuel Santos
455408469395636225	4/13/14 13:13	Propuesta de bono pensional para niños de estratos pobres es una gran revolución para Colombia.
http://t.co/GZn2SaPhUZ	AlvaroUribeVel	Álvaro Uribe Vélez
